met_day,fire_count,VPD_mean,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2009-08-24,38,661.674,18.887,22.3,15.778,13.072,14.344,11.467,15.554,17.422,13.656,70.015,83.133,57.211,1006.635,998.533,1006.234,4.285,8.167,2186.111,1500.0,,0.0,0.533,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,188.953,0.0,9
2009-08-25,24,437.146,15.991,19.289,13.144,11.533,12.689,10.311,13.568,14.922,12.0,76.216,88.0,59.467,1009.806,1001.604,1009.229,7.076,10.333,2153.75,1073.333,23.0,0.0,0.611,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,203.793,0.0,9
2009-08-26,23,325.117,17.05,20.078,14.889,14.1,16.111,12.411,15.362,16.789,13.833,83.567,92.822,65.944,1010.504,1002.338,1009.833,11.25,15.333,1847.569,868.333,28.5,0.0,0.111,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,175.881,0.333,9
2009-08-27,24,469.407,17.926,20.767,16.589,13.725,15.289,11.967,15.531,16.722,14.333,77.4,88.211,64.333,1012.262,1004.094,1011.667,9.049,12.333,2211.806,1650.0,23.5,0.0,0.578,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,221.699,0.333,9
2009-08-28,12,541.896,15.147,18.288,12.638,9.231,12.662,7.5,12.096,14.15,10.575,68.626,81.912,52.512,1012.809,1004.562,1012.292,14.058,18.0,2452.5,1440.0,32.5,0.0,0.838,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,251.0,0.0,8
2009-08-29,20,513.734,14.424,17.667,11.2,8.351,9.7,6.733,11.378,12.678,10.044,68.952,86.711,52.767,1020.848,1012.508,1020.354,9.857,11.857,2588.194,2183.333,,0.0,0.9,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,252.102,0.333,9
2009-08-30,27,378.528,15.056,17.389,11.833,11.123,13.9,8.922,12.956,14.878,10.433,78.006,88.456,66.144,1019.041,1010.721,1018.542,7.381,10.0,2039.931,1108.333,,0.0,0.156,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,223.493,0.0,9
2009-08-31,31,533.379,19.239,22.833,16.622,14.259,16.533,9.967,16.471,18.022,14.711,77.211,95.022,52.378,1010.793,1002.697,1010.229,7.333,9.286,1572.361,573.333,23.0,0.0,0.544,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,195.43,0.333,9
2009-09-01,50,568.087,16.982,19.344,15.178,11.388,12.922,9.9,13.962,14.7,13.2,70.791,85.211,56.633,1007.161,999.035,1006.562,8.637,12.143,2147.917,1616.667,32.0,0.0,0.811,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,222.104,0.0,9
2009-09-02,13,255.0,15.147,17.211,13.878,12.633,14.1,11.444,13.762,14.656,12.578,85.386,94.078,72.067,1006.652,998.523,1005.938,8.393,11.571,1605.0,636.667,26.0,0.0,0.044,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,194.7,0.667,9
2009-09-03,11,517.734,14.964,17.089,12.856,9.199,12.144,7.678,12.034,13.544,10.989,69.527,83.4,56.6,999.47,991.37,998.875,17.054,19.714,2786.31,2100.0,33.0,0.0,0.733,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,249.423,1.0,9
2009-09-04,21,504.017,14.025,16.689,11.767,8.033,9.356,6.267,11.043,11.9,10.222,68.657,82.522,52.878,1008.619,1000.348,1008.062,13.583,17.167,2604.861,2100.0,28.5,0.0,0.833,0.0,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,279.374,0.333,9
2009-09-05,27,472.09,14.506,17.344,11.833,9.244,10.422,8.011,11.79,12.989,10.322,71.556,82.411,56.667,1021.575,1013.292,1021.062,11.028,13.167,2411.31,1971.429,,0.0,0.678,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,271.253,0.333,9
2009-09-06,32,543.364,15.256,17.689,13.656,9.398,10.756,7.733,12.231,13.367,11.211,68.747,78.411,55.589,1022.629,1014.357,1022.104,9.993,12.0,2622.024,2300.0,,0.0,0.322,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,222.605,0.333,9
2009-09-07,15,332.121,17.292,19.544,14.889,14.398,15.444,12.533,15.603,16.989,13.722,83.35,90.2,76.344,1018.56,1010.404,1018.021,5.518,6.571,1875.694,1483.333,16.0,0.0,0.022,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,208.124,0.333,9
2009-09-08,33,548.181,20.269,24.311,17.611,15.738,17.1,13.389,17.565,18.833,16.111,77.804,92.9,58.1,1018.493,1010.404,1017.896,8.806,11.0,1955.139,893.333,24.0,0.0,0.989,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,200.464,0.0,9
2009-09-09,30,655.355,16.388,17.956,14.256,9.597,14.278,7.744,12.87,15.689,11.256,64.985,82.267,54.378,1028.407,1020.14,1028.062,8.304,10.0,2386.806,1600.0,,0.0,0.289,0.0,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,117.007,0.0,9
2009-09-10,35,567.553,14.713,17.733,11.567,8.398,9.278,7.667,11.477,12.844,9.889,67.505,82.689,54.111,1035.55,1027.154,1035.125,7.363,9.143,2040.278,1466.667,,0.0,0.833,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,78.014,0.0,9
2009-09-11,33,438.854,14.77,18.362,11.375,9.992,11.012,9.125,12.246,13.875,10.375,74.63,89.775,58.888,1035.971,1027.578,1035.667,7.562,9.5,2465.833,1400.0,,0.0,0.6,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,42.616,0.0,8
2009-09-12,42,463.094,15.842,19.433,12.689,11.032,11.811,10.256,13.244,14.756,11.6,74.743,87.967,59.322,1030.669,1022.356,1030.25,6.59,8.5,2074.306,1550.0,,0.0,1.211,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,93.14,0.0,9
2009-09-13,52,314.451,13.769,15.9,11.356,10.262,11.422,9.222,11.944,12.967,10.622,80.191,92.711,69.133,1028.197,1019.849,1027.854,7.431,9.667,2025.694,1066.667,,0.0,0.056,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,23.267,0.0,9
2009-09-14,31,464.893,15.221,17.633,13.522,10.344,11.478,9.444,12.655,13.678,11.6,73.302,82.5,62.356,1025.69,1017.4,1025.438,12.319,14.5,2035.417,1750.0,26.0,0.0,0.344,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,31.527,0.0,9
2009-09-15,2,193.316,15.068,15.789,14.378,13.191,14.222,12.0,14.032,14.778,13.133,88.717,93.789,81.956,1020.802,1012.544,1020.542,12.167,14.0,1365.833,825.0,24.0,0.0,0.0,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,74.466,0.0,9
2009-09-16,7,362.828,15.282,17.667,13.567,11.495,13.733,9.867,13.266,14.289,12.122,79.357,92.3,63.689,1022.033,1013.783,1021.767,13.298,14.857,2069.236,1138.333,23.5,0.0,0.556,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,39.044,1.333,9
2009-09-17,13,516.012,14.131,15.711,12.622,8.242,9.422,7.656,11.179,11.944,10.356,68.144,78.9,60.311,1022.083,1013.786,1021.688,9.018,10.571,2489.583,2000.0,,0.0,0.011,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,45.397,0.333,9
2009-09-18,13,397.469,14.852,17.956,11.667,10.672,11.622,9.256,12.609,14.367,10.478,76.731,86.756,66.278,1018.521,1010.257,1017.958,6.826,9.333,1759.028,1416.667,,0.0,0.789,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,65.08,0.333,9
2009-09-19,20,374.876,16.831,20.444,13.556,13.394,14.622,12.0,14.85,16.756,12.756,81.156,91.178,68.789,1015.992,1007.851,1015.593,3.465,4.333,1188.333,968.333,,0.0,0.233,0.0,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,33.723,0.333,9
2009-09-20,15,448.466,15.947,17.778,13.744,11.5,13.256,9.7,13.543,14.667,12.078,75.727,86.1,63.878,1022.492,1014.257,1022.083,5.111,6.667,1622.431,1025.0,,0.0,0.267,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,81.904,0.0,9
2009-09-21,15,407.826,14.448,17.933,11.556,9.841,11.678,7.633,12.058,13.367,10.567,76.094,91.833,55.867,1025.607,1017.32,1025.083,4.451,6.5,1824.167,1203.333,,0.0,0.5,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,193.551,0.0,9
2009-09-22,24,382.198,15.617,18.311,12.5,11.829,13.2,10.289,13.522,15.0,11.344,78.681,88.167,68.122,1024.624,1016.36,1024.111,10.238,12.143,2304.167,1816.667,24.0,0.0,0.189,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,247.23,0.0,9
2009-09-23,13,342.713,16.525,17.556,15.2,13.369,14.267,11.833,14.751,15.389,13.556,81.89,89.722,73.933,1025.848,1017.596,1025.386,6.674,8.714,1897.222,1316.667,,0.0,0.0,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,272.451,0.0,9
2009-09-24,23,444.575,14.313,17.333,11.267,9.226,10.9,7.733,11.706,12.844,10.078,73.31,88.0,56.389,1026.39,1018.075,1025.875,3.53,5.429,2212.5,1716.667,,0.0,1.078,0.656,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,268.966,0.0,9
2009-09-25,19,444.218,13.468,17.775,9.55,8.12,9.038,7.075,10.757,12.788,8.512,71.814,87.662,53.088,1027.492,1019.139,1027.0,1.926,4.333,2359.167,1760.0,,0.0,1.375,1.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,190.485,0.0,8
2009-09-26,28,337.367,12.625,16.722,9.133,8.475,9.389,7.433,10.516,12.489,8.356,77.678,90.489,60.1,1027.5,1019.142,1026.979,1.762,2.714,1754.861,1350.0,,0.0,0.867,0.711,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,255.065,0.0,9
2009-09-27,28,307.127,13.208,17.567,9.289,9.642,10.833,7.967,11.316,13.522,8.633,80.636,93.189,62.811,1027.714,1019.356,1027.104,2.262,3.571,1403.264,786.667,,0.0,1.056,0.967,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,313.165,0.0,9
2009-09-28,19,289.673,14.289,17.044,11.744,11.181,11.933,10.156,12.619,13.811,11.022,82.463,92.244,68.356,1026.349,1018.024,1025.812,3.875,6.143,1927.778,1333.333,,0.0,0.078,0.033,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,250.265,0.0,9
2009-09-29,19,289.509,14.362,18.078,11.389,11.3,12.233,10.133,12.68,14.756,10.733,82.81,92.956,69.533,1022.721,1014.449,1022.25,5.244,7.143,2045.833,1433.333,,0.0,0.633,0.378,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,273.188,0.0,9
2009-09-30,12,254.82,14.986,16.667,13.189,12.461,13.289,11.611,13.596,14.5,12.344,85.331,91.611,75.756,1019.382,1011.139,1018.854,4.351,6.286,1966.667,1283.333,,0.0,0.011,0.011,,6.0,6.0,6.0,31.0,6.0,1.0,291.714,291.714,6.0,,,6.0,6.0,,6.0,278.559,0.0,9
2009-10-01,25,529.25,13.858,15.822,11.011,7.505,10.611,5.6,10.772,12.3,8.556,66.725,81.611,53.1,1018.841,1010.572,1018.375,7.488,10.286,2584.028,2100.0,,0.0,0.956,0.722,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,323.325,0.0,9
2009-10-02,29,400.902,11.817,14.944,8.389,6.641,8.844,5.044,9.327,10.867,6.911,71.536,82.767,57.5,1019.335,1011.0,1018.833,7.935,10.714,2079.167,1683.333,20.0,0.0,0.633,0.556,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,276.615,0.0,9
2009-10-03,33,348.665,13.55,15.178,12.189,9.649,10.922,8.933,11.534,12.2,10.689,77.782,88.6,68.456,1009.876,1001.604,1009.333,15.119,18.714,2630.556,1650.0,32.5,0.0,0.011,0.011,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,237.091,0.0,9
2009-10-04,22,403.073,12.448,14.556,10.244,7.379,9.767,5.078,10.004,11.044,8.856,72.577,84.722,55.556,1012.359,1004.108,1011.792,6.399,8.429,2405.556,1816.667,,0.0,0.4,0.322,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,253.178,0.0,9
2009-10-05,5,117.673,12.735,13.667,11.633,11.466,12.711,9.733,12.068,13.122,10.733,92.133,95.778,84.744,1010.261,1002.04,1009.792,4.202,6.143,763.194,210.0,,0.0,0.0,0.011,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,57.84,0.667,9
2009-10-06,6,115.955,16.501,18.2,14.189,15.498,16.989,13.633,15.904,17.367,13.878,93.961,97.689,88.622,1007.176,999.071,1006.458,6.869,9.286,924.583,291.667,,0.0,0.0,0.011,,6.0,6.0,6.0,531.0,6.0,1.0,291.714,291.714,6.0,,,6.0,6.0,,6.0,162.589,1.333,9
2009-10-07,4,140.808,12.871,15.856,10.744,11.363,14.4,9.222,12.067,14.989,10.022,90.624,94.644,85.7,1009.438,1001.229,1008.979,8.232,11.0,1605.208,853.333,,0.0,0.0,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,27.267,1.0,9
2009-10-08,7,332.431,10.247,13.133,7.456,5.587,7.678,4.633,8.095,9.378,6.278,74.077,87.4,59.1,1017.715,1009.359,1017.208,3.083,5.0,2236.111,1716.667,,0.0,1.011,0.967,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,118.572,1.0,9
2009-10-09,2,206.36,10.491,12.622,7.8,7.847,10.478,5.344,9.209,10.967,6.756,84.143,93.567,73.522,1016.942,1008.603,1016.375,6.03,9.286,1653.125,821.667,21.0,0.0,0.056,0.078,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,89.654,0.667,9
2009-10-10,5,222.463,13.581,16.344,11.944,11.11,12.0,9.944,12.271,13.289,11.489,86.065,95.944,69.0,1014.86,1006.628,1014.375,5.762,8.143,1582.708,935.0,,0.0,0.422,0.422,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,269.948,1.0,9
2009-10-11,8,177.581,12.652,14.378,10.789,10.675,12.6,7.967,11.629,13.144,9.556,88.028,94.244,76.3,1015.894,1007.603,1015.417,8.446,11.429,1574.167,651.667,,0.0,0.122,0.089,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,263.441,1.0,9
2009-10-12,1,319.721,10.555,13.411,8.089,6.225,7.078,5.589,8.511,10.144,6.956,75.229,85.056,62.856,1027.439,1018.998,1026.896,7.726,9.571,2077.778,1566.667,,0.0,0.8,0.756,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,323.482,0.667,9
2009-10-13,9,236.692,9.102,12.956,5.556,5.656,7.044,4.178,7.473,9.411,5.011,80.88,92.789,62.356,1031.093,1022.609,1030.562,1.321,2.429,1553.75,1081.667,,0.0,0.856,0.878,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,124.222,0.667,9
2009-10-14,13,242.069,11.28,12.856,9.578,8.239,9.656,4.778,9.818,11.0,7.778,82.278,92.311,68.456,1031.59,1023.137,1031.0,1.554,3.714,1344.444,883.333,,0.0,0.0,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,291.714,291.714,6.0,,,6.0,6.0,,6.0,59.375,1.0,9
2009-10-15,7,387.245,11.129,13.611,9.156,5.98,8.022,4.589,8.72,9.822,7.3,71.337,82.256,58.244,1032.774,1024.31,1032.354,2.036,4.143,1881.25,1400.0,,0.0,0.156,0.289,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,228.454,0.667,9
2009-10-16,16,323.112,11.615,13.011,9.778,7.428,10.311,5.122,9.647,10.956,8.156,76.602,92.011,63.067,1032.389,1023.935,1031.938,10.917,13.429,1883.264,953.333,,0.0,0.3,0.222,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,254.314,0.333,9
2009-10-17,32,295.244,8.922,10.633,6.578,4.494,5.4,3.356,6.965,7.689,5.411,74.5,85.156,62.911,1030.38,1021.872,1029.896,6.393,7.857,1728.472,1316.667,,0.0,0.0,0.022,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,300.049,0.333,9
2009-10-18,22,224.571,7.03,10.344,4.0,3.19,4.656,1.933,5.397,7.222,3.322,78.139,90.633,61.233,1024.527,1016.007,1023.958,1.833,3.714,1599.514,1036.667,,0.0,0.367,0.411,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,199.445,0.333,9
2009-10-19,14,251.562,8.847,11.444,6.422,5.131,7.744,3.789,7.166,9.178,5.344,78.082,87.644,65.922,1013.279,1004.9,1012.542,5.012,8.0,1604.931,935.0,20.0,0.0,0.056,0.033,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,153.498,0.0,9
2009-10-20,9,249.519,9.892,12.712,6.838,6.535,8.688,3.388,8.306,10.475,5.4,79.782,84.112,73.788,998.326,990.124,997.51,8.722,10.667,1825.833,1340.0,,0.0,0.012,0.012,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,124.612,0.0,8
2009-10-21,6,134.697,12.369,13.688,11.125,10.871,11.612,9.975,11.579,12.45,10.575,90.762,95.075,83.425,995.741,987.614,995.125,4.639,7.333,1870.833,888.0,,0.0,0.0,0.038,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,146.887,1.0,8
2009-10-22,10,194.22,12.146,14.812,10.225,9.862,10.725,8.888,10.957,12.162,9.75,86.464,94.388,71.238,998.605,990.478,997.808,6.104,8.5,1392.5,740.0,,0.0,0.162,0.275,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,148.743,1.0,8
2009-10-23,7,205.322,12.183,15.175,8.9,9.736,11.488,7.812,10.908,12.312,8.488,86.078,95.512,68.45,1008.07,999.855,1007.333,4.597,6.167,1642.667,694.0,,0.0,0.6,0.638,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,194.874,0.667,8
2009-10-24,9,160.083,14.936,17.088,12.812,13.347,15.525,10.312,14.074,16.05,11.588,90.734,97.288,76.0,1006.315,998.158,1005.625,8.431,12.333,1209.5,552.0,,0.0,0.125,0.088,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,192.916,1.667,8
2009-10-25,6,344.356,12.964,15.65,11.375,8.947,9.688,8.162,10.921,12.05,10.112,77.263,85.9,62.912,1011.789,1003.548,1011.042,11.66,15.333,1910.833,1660.0,28.0,0.0,0.85,0.888,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,233.742,0.667,8
2009-10-26,17,297.594,12.179,14.962,9.938,8.567,9.675,7.538,10.363,11.512,9.05,79.417,90.462,63.925,1018.048,1009.738,1017.458,7.882,11.333,2086.917,1286.0,,0.0,0.95,0.788,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,246.482,0.667,8
2009-10-27,12,211.755,14.119,17.1,12.388,11.827,13.638,9.712,12.896,14.388,11.562,87.075,97.962,68.8,1019.257,1010.989,1018.652,5.924,8.667,1369.667,404.0,,0.0,0.3,0.35,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,166.064,1.333,8
2009-10-28,8,174.104,13.28,16.163,11.15,11.43,12.875,9.975,12.281,14.15,10.612,88.881,95.562,79.162,1018.385,1010.122,1017.792,2.764,4.167,1427.333,694.0,,0.0,0.125,0.05,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,214.549,0.667,8
2009-10-29,9,147.032,13.045,16.238,10.312,11.428,12.612,9.9,12.161,13.838,10.175,90.588,98.488,75.662,1022.339,1014.019,1021.729,2.361,4.833,836.0,128.0,,0.0,0.162,0.125,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,128.32,1.0,8
2009-10-30,10,159.563,12.596,14.5,11.356,10.805,11.589,10.233,11.655,12.544,10.9,89.266,96.122,78.711,1022.401,1014.054,1021.729,5.47,7.714,648.056,378.333,,0.0,0.089,0.144,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,110.671,0.333,9
2009-10-31,11,113.423,13.245,15.822,11.633,12.055,14.167,10.944,12.596,14.644,11.267,92.763,96.789,82.3,1020.755,1012.456,1020.188,3.601,6.143,641.389,191.667,,0.0,0.167,0.089,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,165.345,1.667,9
2009-11-01,6,153.208,13.115,15.722,11.022,11.401,14.956,8.678,12.237,15.222,9.933,89.806,97.311,78.711,1004.191,996.005,1003.417,13.786,18.143,1244.375,355.0,30.0,0.0,0.011,0.056,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,175.713,1.667,9
2009-11-02,8,247.68,8.782,11.0,6.611,5.109,6.167,4.189,7.131,8.178,5.744,78.426,87.856,65.967,1000.214,991.953,999.604,6.31,9.0,2572.222,2066.667,,0.0,0.711,0.733,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,239.046,1.0,9
2009-11-03,1,133.583,11.123,13.244,9.189,9.452,11.678,7.089,10.307,12.256,8.344,89.847,96.489,77.811,988.733,980.567,988.042,7.726,11.429,1987.778,1008.333,,0.0,0.144,0.133,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,223.422,1.333,9
2009-11-04,5,196.445,8.306,10.711,6.322,5.35,6.167,4.311,6.97,8.278,5.444,82.114,88.956,69.922,986.07,977.901,985.474,8.929,11.714,2454.861,1716.667,,0.0,0.589,0.622,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,245.1,1.333,9
2009-11-05,42,217.922,9.866,11.533,8.589,6.873,7.567,6.167,8.459,9.344,7.644,82.121,88.978,71.756,992.905,984.717,992.333,8.726,10.571,2173.611,1250.0,,0.0,0.1,0.167,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,273.956,1.333,9
2009-11-06,14,160.307,9.62,10.938,8.338,7.493,9.938,6.5,8.603,10.275,7.612,86.796,95.275,78.15,999.882,991.616,999.185,6.951,9.167,1210.833,392.0,22.0,0.0,0.0,0.062,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,243.391,1.0,8
2009-11-07,24,176.376,6.962,9.111,5.1,4.095,5.522,3.222,5.72,6.722,4.411,82.606,90.422,68.833,995.117,986.854,994.396,6.732,9.0,1972.153,965.0,,0.0,0.767,0.778,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,238.259,1.333,9
2009-11-08,10,99.526,7.842,9.233,5.989,6.381,7.356,5.0,7.171,8.111,5.567,90.738,95.756,82.944,1004.377,996.036,1003.833,5.887,8.0,1393.472,740.0,,0.0,0.0,0.011,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,46.538,1.333,9
2009-11-09,3,53.005,4.555,6.733,2.744,3.66,4.989,2.3,4.167,5.856,2.567,94.096,97.789,86.4,1018.847,1010.304,1018.271,3.857,5.429,426.347,99.333,,0.0,0.067,0.056,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,284.037,1.333,9
2009-11-10,4,52.516,5.253,6.956,2.822,4.21,5.667,2.344,4.692,6.144,2.633,94.469,97.8,88.167,1012.776,1004.322,1012.25,0.988,2.143,328.125,86.667,,0.0,0.0,0.011,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,135.305,1.333,9
2009-11-11,3,99.532,8.307,9.544,7.111,7.018,7.878,6.178,7.769,8.722,6.756,91.092,95.1,85.744,1006.447,998.115,1005.792,2.417,5.286,622.083,243.333,,0.0,0.078,0.022,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,83.786,1.333,9
